Iteration,Experiment,Train_EnvstepsSoFar,Eval_AverageReturn,seed,batch size,learning rate
25,b1024_r0.007,27396.0,144.6666717529297,seed_2,1024.0,0.007
26,b1024_r0.007,28573.0,102.25,seed_2,1024.0,0.007
27,b1024_r0.007,29694.0,122.25,seed_2,1024.0,0.007
28,b1024_r0.007,30755.0,209.6666717529297,seed_2,1024.0,0.007
29,b1024_r0.007,31781.0,112.25,seed_2,1024.0,0.007
30,b1024_r0.007,32883.0,140.6666717529297,seed_2,1024.0,0.007
31,b1024_r0.007,33958.0,145.3333282470703,seed_2,1024.0,0.007
32,b1024_r0.007,35113.0,113.25,seed_2,1024.0,0.007
33,b1024_r0.007,36139.0,110.75,seed_2,1024.0,0.007
34,b1024_r0.007,37327.0,125.0,seed_2,1024.0,0.007
35,b1024_r0.007,38396.0,150.75,seed_2,1024.0,0.007
36,b1024_r0.007,39484.0,182.6666717529297,seed_2,1024.0,0.007
37,b1024_r0.007,40666.0,167.6666717529297,seed_2,1024.0,0.007
38,b1024_r0.007,41888.0,104.25,seed_2,1024.0,0.007
39,b1024_r0.007,43112.0,86.80000305175781,seed_2,1024.0,0.007
40,b1024_r0.007,44138.0,110.5999984741211,seed_2,1024.0,0.007
41,b1024_r0.007,45195.0,474.0,seed_2,1024.0,0.007
42,b1024_r0.007,46600.0,225.0,seed_2,1024.0,0.007
43,b1024_r0.007,47748.0,615.5,seed_2,1024.0,0.007
44,b1024_r0.007,49257.0,1000.0,seed_2,1024.0,0.007
45,b1024_r0.007,51257.0,1000.0,seed_2,1024.0,0.007
46,b1024_r0.007,52396.0,207.5,seed_2,1024.0,0.007
47,b1024_r0.007,53482.0,90.19999694824219,seed_2,1024.0,0.007
48,b1024_r0.007,54517.0,71.5,seed_2,1024.0,0.007
49,b1024_r0.007,55607.0,58.85714340209961,seed_2,1024.0,0.007
50,b1024_r0.007,56648.0,54.25,seed_2,1024.0,0.007
51,b1024_r0.007,57701.0,48.88888931274414,seed_2,1024.0,0.007
52,b1024_r0.007,58732.0,56.125,seed_2,1024.0,0.007
53,b1024_r0.007,59762.0,34.75,seed_2,1024.0,0.007
54,b1024_r0.007,60810.0,40.29999923706055,seed_2,1024.0,0.007
55,b1024_r0.007,61845.0,50.75,seed_2,1024.0,0.007
56,b1024_r0.007,62926.0,62.28571319580078,seed_2,1024.0,0.007
57,b1024_r0.007,64017.0,70.0,seed_2,1024.0,0.007
58,b1024_r0.007,65057.0,113.25,seed_2,1024.0,0.007
59,b1024_r0.007,66087.0,122.25,seed_2,1024.0,0.007
60,b1024_r0.007,67269.0,107.80000305175781,seed_2,1024.0,0.007
61,b1024_r0.007,68436.0,81.0,seed_2,1024.0,0.007
62,b1024_r0.007,69493.0,116.25,seed_2,1024.0,0.007
63,b1024_r0.007,70720.0,156.6666717529297,seed_2,1024.0,0.007
